id,team,player,MIN,FGM-A,3PM-A,FTM-A,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
400277722,Boston Celtics,Kevin Garnett,32,4-8,0-0,1-1,1,11,12,2,0,2,5,4,-4,9
400277722,Boston Celtics,Brandon Bass,28,6-11,0-0,3-4,6,5,11,1,0,0,1,2,-8,15
400277722,Boston Celtics,Paul Pierce,41,6-15,2-4,9-9,0,5,5,5,2,0,0,3,-17,23
400277722,Boston Celtics,Rajon Rondo,44,9-14,0-2,2-4,0,7,7,13,0,0,4,4,-13,20
400277722,Boston Celtics,Courtney Lee,24,5-6,1-1,0-0,0,1,1,1,0,0,1,5,-7,11
400277722,Boston Celtics,Jared Sullinger,8,1-2,0-0,0-0,0,1,1,0,0,0,0,1,-3,2
400277722,Boston Celtics,Jeff Green,23,0-4,0-0,3-4,0,3,3,0,1,0,1,0,-7,3
400277722,Boston Celtics,Jason Terry,25,2-7,0-3,4-4,0,0,0,1,1,0,3,3,-10,8
400277722,Boston Celtics,Leandro Barbosa,16,6-8,3-3,1-2,0,1,1,1,0,0,0,1,+4,16
400277722,Boston Celtics,Chris Wilcox,,,,,,,,,,,,,,
400277722,Boston Celtics,Kris Joseph,,,,,,,,,,,,,,
400277722,Boston Celtics,Jason Collins,,,,,,,,,,,,,,
400277722,Boston Celtics,Darko Milicic,,,,,,,,,,,,,,
400277737,Milwaukee Bucks,Ersan Ilyasova,25,3-7,1-1,0-0,4,7,11,1,1,0,2,4,+10,7
400277737,Milwaukee Bucks,Tobias Harris,33,8-11,2-2,0-0,0,6,6,2,0,1,3,1,+9,18
400277737,Milwaukee Bucks,Samuel Dalembert,15,1-1,0-0,0-0,1,2,3,1,0,0,1,1,+6,2
400277737,Milwaukee Bucks,Brandon Jennings,29,9-17,1-3,2-3,0,2,2,13,6,0,2,2,+12,21
400277737,Milwaukee Bucks,Monta Ellis,37,6-20,2-6,0-0,1,2,3,4,0,0,2,1,+12,14
400277737,Milwaukee Bucks,Ekpe Udoh,23,3-5,0-0,4-4,2,1,3,1,2,2,1,1,+7,10
400277737,Milwaukee Bucks,Mike Dunleavy,23,2-5,1-1,2-2,1,5,6,2,2,0,2,0,+10,7
400277737,Milwaukee Bucks,Larry Sanders,22,5-7,0-0,0-0,2,5,7,0,0,2,1,5,0,10
400277737,Milwaukee Bucks,Beno Udrih,21,3-6,1-3,3-3,0,5,5,2,0,0,3,1,+2,10
400277737,Milwaukee Bucks,Doron Lamb,3,0-2,0-0,0-0,0,0,0,0,0,0,0,0,-9,0
400277737,Milwaukee Bucks,Marquis Daniels,10,0-5,0-2,0-0,0,0,0,0,1,0,1,1,-4,0
400277737,Milwaukee Bucks,Drew Gooden,,,,,,,,,,,,,,
400277737,Milwaukee Bucks,Joel Przybilla,,,,,,,,,,,,,,
400277747,Boston Celtics,Kevin Garnett,29,7-15,0-0,1-2,0,7,7,2,0,1,1,0,+10,15
400277747,Boston Celtics,Jared Sullinger,30,2-3,0-0,0-0,1,6,7,0,1,1,1,4,+7,4
400277747,Boston Celtics,Paul Pierce,35,10-22,4-8,3-4,1,6,7,3,0,0,2,2,+15,27
400277747,Boston Celtics,Rajon Rondo,40,5-10,2-2,0-0,2,3,5,12,2,0,2,1,+15,12
400277747,Boston Celtics,Courtney Lee,29,2-7,0-4,0-0,0,2,2,1,1,0,0,0,+10,4
400277747,Boston Celtics,Chris Wilcox,8,0-0,0-0,0-0,0,0,0,0,0,0,0,2,-5,0
400277747,Boston Celtics,Brandon Bass,28,2-6,0-0,1-1,2,3,5,2,1,2,0,2,-8,5
400277747,Boston Celtics,Jeff Green,16,5-10,1-2,0-2,0,2,2,0,1,0,1,1,-5,11
400277747,Boston Celtics,Jason Terry,17,2-8,0-2,4-4,0,0,0,3,2,0,1,0,-12,8
400277747,Boston Celtics,Leandro Barbosa,8,1-3,1-3,0-0,0,0,0,1,0,0,1,0,-12,3
400277747,Boston Celtics,Kris Joseph,,,,,,,,,,,,,,
400277747,Boston Celtics,Jason Collins,,,,,,,,,,,,,,
400277747,Boston Celtics,Darko Milicic,,,,,,,,,,,,,,
400277774,Washington Wizards,Trevor Booker,20,3-7,0-0,0-0,1,3,4,1,0,0,0,1,-4,6
400277774,Washington Wizards,Trevor Ariza,19,1-6,0-1,0-0,1,2,3,2,2,0,0,2,-8,2
400277774,Washington Wizards,Emeka Okafor,11,1-2,0-0,0-0,0,1,1,0,1,2,0,0,-4,2
400277774,Washington Wizards,A.J. Price,37,6-13,3-8,0-0,0,5,5,7,1,0,6,3,+6,15
400277774,Washington Wizards,Bradley Beal,38,6-15,3-8,1-1,0,4,4,3,1,1,2,4,+6,16
400277774,Washington Wizards,Jan Vesely,13,1-3,0-0,0-0,1,4,5,1,0,0,2,3,-8,2
400277774,Washington Wizards,Chris Singleton,25,6-10,0-1,2-3,2,3,5,2,3,0,0,3,+11,14
400277774,Washington Wizards,Martell Webster,35,5-9,3-6,3-3,0,6,6,1,0,1,1,4,+2,16
400277774,Washington Wizards,Kevin Seraphin,36,8-19,0-0,0-0,4,5,9,3,0,1,6,5,-7,16
400277774,Washington Wizards,Jannero Pargo,16,1-5,1-3,0-0,0,0,0,3,0,1,1,2,-12,3
400277774,Washington Wizards,Jordan Crawford,15,1-6,0-2,0-0,1,1,2,2,0,0,1,0,-12,2
400277774,Washington Wizards,Earl Barron,,,,,,,,,,,,,,
400277774,Washington Wizards,Cartier Martin,,,,,,,,,,,,,,
400277790,Philadelphia 76ers,Lavoy Allen,23,3-5,0-0,0-0,1,3,4,1,0,1,0,5,-5,6
400277790,Philadelphia 76ers,Dorell Wright,36,4-9,2-3,5-5,1,3,4,3,4,0,2,1,+9,15
400277790,Philadelphia 76ers,Thaddeus Young,41,7-13,0-0,1-1,0,5,5,2,2,3,0,3,+13,15
400277790,Philadelphia 76ers,Jrue Holiday,42,7-16,1-4,6-6,2,2,4,14,2,2,7,1,+14,21
400277790,Philadelphia 76ers,Evan Turner,41,9-19,2-2,5-7,0,11,11,4,1,1,3,3,+1,25
400277790,Philadelphia 76ers,Arnett Moultrie,6,0-0,0-0,0-0,1,1,2,0,1,0,1,1,-9,0
400277790,Philadelphia 76ers,Spencer Hawes,22,4-7,0-0,0-0,2,4,6,1,0,0,1,5,+14,8
400277790,Philadelphia 76ers,Nick Young,18,4-9,2-3,0-0,0,1,1,1,1,0,2,3,+1,10
400277790,Philadelphia 76ers,Royal Ivey,12,2-4,0-1,2-4,1,0,1,1,1,0,0,0,-8,6
400277790,Philadelphia 76ers,Kwame Brown,,,,,,,,,,,,,,
400277790,Philadelphia 76ers,Maalik Wayns,,,,,,,,,,,,,,
400277790,Philadelphia 76ers,Damien Wilkins,,,,,,,,,,,,,,
400277790,Philadelphia 76ers,Jason Richardson,,,,,,,,,,,,,,
400277806,Boston Celtics,Kevin Garnett,31,6-10,0-0,6-6,1,5,6,3,0,0,0,0,+7,18
400277806,Boston Celtics,Brandon Bass,31,3-6,0-0,2-2,2,5,7,0,0,1,1,6,+4,8
400277806,Boston Celtics,Paul Pierce,35,8-18,3-7,6-8,1,8,9,3,1,1,2,2,+8,25
400277806,Boston Celtics,Rajon Rondo,37,4-9,0-0,2-4,1,4,5,11,1,0,4,4,+4,10
400277806,Boston Celtics,Jason Terry,22,5-7,2-3,3-4,0,1,1,1,0,0,1,2,+5,15
400277806,Boston Celtics,Jared Sullinger,7,0-0,0-0,2-2,1,3,4,0,0,0,0,2,-1,2
400277806,Boston Celtics,Chris Wilcox,15,3-5,0-0,0-0,1,2,3,0,1,0,2,3,-5,6
400277806,Boston Celtics,Jeff Green,25,3-8,0-1,6-8,0,3,3,0,1,2,3,3,-1,12
400277806,Boston Celtics,Courtney Lee,28,0-3,0-2,0-0,0,1,1,1,0,0,0,0,+3,0
400277806,Boston Celtics,Leandro Barbosa,8,0-6,0-2,0-0,0,1,1,1,0,0,1,0,-4,0
400277806,Boston Celtics,Kris Joseph,,,,,,,,,,,,,,
400277806,Boston Celtics,Jason Collins,,,,,,,,,,,,,,
400277806,Boston Celtics,Darko Milicic,,,,,,,,,,,,,,
400277818,Boston Celtics,Kevin Garnett,29,6-15,0-0,3-3,0,5,5,1,1,0,0,4,+10,15
400277818,Boston Celtics,Brandon Bass,34,5-6,0-0,6-6,2,3,5,3,1,2,0,2,+18,16
400277818,Boston Celtics,Paul Pierce,33,4-13,0-3,2-2,1,5,6,5,2,1,1,3,+13,10
400277818,Boston Celtics,Rajon Rondo,37,10-16,0-2,0-0,1,8,9,10,5,0,5,4,+15,20
400277818,Boston Celtics,Jason Terry,26,5-10,1-5,2-2,0,1,1,1,0,1,0,2,+19,13
400277818,Boston Celtics,Jared Sullinger,13,1-2,1-1,0-0,0,1,1,4,0,1,0,2,-10,3
400277818,Boston Celtics,Chris Wilcox,19,2-2,0-0,3-3,1,1,2,0,0,0,0,4,-4,7
400277818,Boston Celtics,Jeff Green,15,3-7,1-2,0-0,1,4,5,0,0,0,1,0,-7,7
400277818,Boston Celtics,Courtney Lee,18,2-3,0-1,0-0,0,0,0,1,0,0,0,1,-17,4
400277818,Boston Celtics,Leandro Barbosa,15,3-7,0-2,0-0,0,0,0,3,0,0,1,2,-7,6
400277818,Boston Celtics,Kris Joseph,,,,,,,,,,,,,,
400277818,Boston Celtics,Jason Collins,,,,,,,,,,,,,,
400277818,Boston Celtics,Darko Milicic,,,,,,,,,,,,,,
400277830,Utah Jazz,Marvin Williams,25,2-6,1-2,2-2,1,1,2,1,0,2,0,0,+3,7
400277830,Utah Jazz,Paul Millsap,40,9-21,0-1,2-4,3,9,12,4,1,2,2,4,-1,20
400277830,Utah Jazz,Gordon Hayward,31,5-9,2-2,2-2,4,2,6,3,0,1,0,3,+2,14
400277830,Utah Jazz,Al Jefferson,35,6-12,0-1,1-2,4,10,14,3,0,0,3,2,+1,13
400277830,Utah Jazz,Mo Williams,38,6-19,2-6,0-1,0,1,1,5,0,1,4,1,+5,14
400277830,Utah Jazz,Derrick Favors,26,2-5,0-0,10-14,5,4,9,1,1,0,0,2,-5,14
400277830,Utah Jazz,Enes Kanter,12,1-4,0-0,0-0,1,2,3,0,0,0,2,2,-8,2
400277830,Utah Jazz,Jamaal Tinsley,10,0-0,0-0,0-0,0,0,0,0,0,0,1,3,-10,0
400277830,Utah Jazz,Randy Foye,22,2-6,2-3,3-3,0,1,1,1,1,0,0,2,-12,9
400277830,Utah Jazz,DeMarre Carroll,,,,,,,,,,,,,,
400277830,Utah Jazz,Jeremy Evans,,,,,,,,,,,,,,
400277830,Utah Jazz,Alec Burks,,,,,,,,,,,,,,
400277830,Utah Jazz,Kevin Murphy,,,,,,,,,,,,,,
400277839,Boston Celtics,Kevin Garnett,30,6-12,0-0,2-2,1,6,7,0,0,1,2,1,-12,14
400277839,Boston Celtics,Brandon Bass,30,4-14,0-0,0-1,2,3,5,0,0,0,1,1,-23,8
400277839,Boston Celtics,Paul Pierce,34,8-12,2-2,4-6,0,7,7,4,2,0,2,5,+2,22
400277839,Boston Celtics,Jason Terry,28,3-7,2-4,2-4,2,2,4,6,1,0,1,0,+3,10
400277839,Boston Celtics,Leandro Barbosa,30,5-11,1-4,6-6,0,2,2,2,2,0,0,4,-8,17
400277839,Boston Celtics,Jared Sullinger,8,0-1,0-0,0-0,0,0,0,0,0,0,0,2,0,0
400277839,Boston Celtics,Chris Wilcox,13,2-2,0-0,2-2,2,1,3,1,0,2,2,3,+16,6
400277839,Boston Celtics,Jeff Green,25,2-6,1-1,0-0,1,5,6,1,0,0,4,3,+1,5
400277839,Boston Celtics,Jason Collins,8,1-2,0-0,0-0,1,0,1,0,0,0,0,2,-1,2
400277839,Boston Celtics,Courtney Lee,33,4-8,1-2,4-4,3,6,9,3,3,0,1,3,-3,13
400277839,Boston Celtics,Darko Milicic,,,,,,,,,,,,,,
400277839,Boston Celtics,Rajon Rondo,,,,,,,,,,,,,,
400277851,Toronto Raptors,Dominic McGuire,17,1-4,0-0,0-0,1,3,4,0,0,0,0,1,-8,2
400277851,Toronto Raptors,Andrea Bargnani,26,5-14,1-5,4-5,1,1,2,2,0,1,4,2,-22,15
400277851,Toronto Raptors,Jonas Valanciunas,19,1-4,0-0,1-1,0,2,2,0,0,0,2,6,-7,3
400277851,Toronto Raptors,Jose Calderon,28,3-7,2-3,2-3,0,2,2,9,1,0,3,1,-15,10
400277851,Toronto Raptors,DeMar DeRozan,24,5-10,0-1,0-0,0,3,3,1,1,0,0,1,-5,10
400277851,Toronto Raptors,Ed Davis,21,2-3,0-0,3-6,4,5,9,3,1,1,0,2,-11,7
400277851,Toronto Raptors,Amir Johnson,16,0-1,0-0,1-2,1,2,3,1,0,0,0,4,-5,1
400277851,Toronto Raptors,Quincy Acy,12,1-1,0-0,4-4,2,2,4,0,2,1,0,0,+5,6
400277851,Toronto Raptors,Terrence Ross,24,4-6,2-4,0-1,0,4,4,1,1,1,3,2,-13,10
400277851,Toronto Raptors,Linas Kleiza,24,3-9,0-2,4-7,0,1,1,2,0,0,1,2,-9,10
400277851,Toronto Raptors,Aaron Gray,2,0-0,0-0,0-0,0,1,1,0,0,0,0,0,+4,0
400277851,Toronto Raptors,John Lucas III,26,5-11,3-7,2-2,0,0,0,3,1,0,2,2,-4,15
400277864,Boston Celtics,Kevin Garnett,20,6-9,0-0,3-5,1,3,4,0,0,0,3,0,-4,15
400277864,Boston Celtics,Brandon Bass,17,3-9,0-0,0-0,0,2,2,0,0,0,0,4,-1,6
400277864,Boston Celtics,Paul Pierce,30,5-13,1-5,2-2,0,4,4,0,1,0,3,3,-8,13
400277864,Boston Celtics,Rajon Rondo,38,5-7,2-3,0-0,1,2,3,10,1,0,6,3,-17,12
400277864,Boston Celtics,Jason Terry,30,1-6,0-4,3-4,0,3,3,0,1,0,0,1,-12,5
400277864,Boston Celtics,Jared Sullinger,27,7-12,0-0,2-2,2,3,5,0,0,0,2,3,-20,16
400277864,Boston Celtics,Chris Wilcox,20,1-2,0-0,0-0,2,3,5,0,1,0,0,3,-12,2
400277864,Boston Celtics,Jeff Green,22,2-5,0-2,2-2,1,1,2,1,0,0,1,2,-11,6
400277864,Boston Celtics,Courtney Lee,20,1-2,1-2,0-0,0,1,1,0,1,0,2,2,-7,3
400277864,Boston Celtics,Leandro Barbosa,15,1-6,0-1,3-4,0,1,1,1,2,0,0,0,-8,5
400277864,Boston Celtics,Jason Collins,,,,,,,,,,,,,,
400277864,Boston Celtics,Darko Milicic,,,,,,,,,,,,,,
400277864,Boston Celtics,Avery Bradley,,,,,,,,,,,,,,
400277881,San Antonio Spurs,Tim Duncan,33,7-12,0-0,6-9,3,12,15,4,0,0,4,2,-3,20
400277881,San Antonio Spurs,DeJuan Blair,20,5-7,0-0,0-0,2,3,5,1,1,0,2,2,-1,10
400277881,San Antonio Spurs,Tony Parker,37,12-17,1-2,1-3,0,3,3,6,0,0,4,3,-1,26
400277881,San Antonio Spurs,Danny Green,39,3-8,2-4,2-2,0,4,4,3,1,0,2,1,+3,10
400277881,San Antonio Spurs,Gary Neal,29,5-8,2-2,0-0,0,1,1,1,2,0,2,2,-4,12
400277881,San Antonio Spurs,Boris Diaw,23,2-5,2-4,0-0,1,6,7,5,0,1,1,0,+10,6
400277881,San Antonio Spurs,Tiago Splitter,26,9-11,0-0,5-5,0,3,3,1,2,1,2,4,+19,23
400277881,San Antonio Spurs,Nando de Colo,11,0-1,0-1,0-0,0,0,0,1,0,0,0,0,+13,0
400277881,San Antonio Spurs,Manu Ginobili,24,2-8,1-3,0-0,0,3,3,4,2,0,0,3,+24,5
400277881,San Antonio Spurs,Matt Bonner,,,,,,,,,,,,,,
400277881,San Antonio Spurs,Cory Joseph,,,,,,,,,,,,,,
400277881,San Antonio Spurs,Patty Mills,,,,,,,,,,,,,,
400277881,San Antonio Spurs,James Anderson,,,,,,,,,,,,,,
400277893,Oklahoma City Thunder,Serge Ibaka,34,7-11,0-1,3-4,4,9,13,1,0,2,2,2,-1,17
400277893,Oklahoma City Thunder,Kevin Durant,37,9-20,3-7,8-8,0,3,3,2,1,1,3,3,+4,29
400277893,Oklahoma City Thunder,Kendrick Perkins,30,2-4,0-0,1-1,1,8,9,2,1,2,0,3,+6,5
400277893,Oklahoma City Thunder,Russell Westbrook,38,10-21,2-7,4-4,0,7,7,8,2,1,5,4,+7,26
400277893,Oklahoma City Thunder,Thabo Sefolosha,33,4-6,1-3,1-1,0,2,2,4,0,0,0,5,-9,10
400277893,Oklahoma City Thunder,Nick Collison,18,3-5,0-0,2-4,2,2,4,1,0,0,0,3,-6,8
400277893,Oklahoma City Thunder,Hasheem Thabeet,7,0-0,0-0,0-0,1,0,1,0,1,1,1,1,-15,0
400277893,Oklahoma City Thunder,Eric Maynor,12,1-5,0-4,0-0,0,1,1,4,0,0,2,0,-11,2
400277893,Oklahoma City Thunder,Kevin Martin,32,1-7,0-2,1-2,0,0,0,0,1,0,3,2,-15,3
400277893,Oklahoma City Thunder,Perry Jones,,,,,,,,,,,,,,
400277893,Oklahoma City Thunder,Reggie Jackson,,,,,,,,,,,,,,
400277893,Oklahoma City Thunder,Jeremy Lamb,,,,,,,,,,,,,,
400277915,Boston Celtics,Kevin Garnett,36,10-17,0-1,4-5,3,7,10,1,2,0,3,1,+10,24
400277915,Boston Celtics,Brandon Bass,35,5-14,0-0,3-4,5,7,12,2,1,0,2,3,+11,13
400277915,Boston Celtics,Paul Pierce,37,8-17,3-5,4-4,0,5,5,1,0,0,3,2,+4,23
400277915,Boston Celtics,Rajon Rondo,42,7-15,0-1,1-2,1,8,9,16,2,0,1,4,+9,15
400277915,Boston Celtics,Jason Terry,27,2-6,1-4,0-0,0,2,2,3,3,0,3,1,+16,5
400277915,Boston Celtics,Jared Sullinger,19,5-12,0-0,1-1,6,0,6,1,0,0,0,4,-6,11
400277915,Boston Celtics,Chris Wilcox,13,2-3,0-0,0-0,1,1,2,0,0,0,0,0,-2,4
400277915,Boston Celtics,Jeff Green,20,0-9,0-3,1-2,0,2,2,1,0,1,1,0,-3,1
400277915,Boston Celtics,Courtney Lee,24,2-4,1-1,0-0,1,1,2,1,1,1,0,3,-6,5
400277915,Boston Celtics,Leandro Barbosa,11,6-8,2-3,1-1,0,1,1,0,0,0,2,4,-3,15
400277915,Boston Celtics,Jason Collins,,,,,,,,,,,,,,
400277915,Boston Celtics,Avery Bradley,,,,,,,,,,,,,,
400277931,Brooklyn Nets,Kris Humphries,13,1-3,0-0,1-2,1,3,4,0,0,2,0,2,0,3
400277931,Brooklyn Nets,Joe Johnson,41,6-14,3-6,3-4,0,4,4,6,1,0,1,0,+13,18
400277931,Brooklyn Nets,Gerald Wallace,18,2-10,1-4,0-0,1,1,2,3,3,0,2,2,+6,5
400277931,Brooklyn Nets,Brook Lopez,17,4-10,0-0,1-1,1,9,10,1,1,0,2,5,+5,9
400277931,Brooklyn Nets,Deron Williams,40,3-12,1-3,1-3,0,4,4,7,0,1,1,2,+4,8
400277931,Brooklyn Nets,Reggie Evans,34,2-4,0-0,1-3,4,6,10,2,2,0,2,3,+12,5
400277931,Brooklyn Nets,Jerry Stackhouse,22,5-6,5-6,2-2,1,0,1,1,3,0,1,2,+12,17
400277931,Brooklyn Nets,Andray Blatche,29,7-14,0-0,3-4,8,5,13,1,2,0,3,5,+9,17
400277931,Brooklyn Nets,C.J. Watson,19,3-7,0-4,7-10,1,1,2,0,0,0,1,1,+1,13
400277931,Brooklyn Nets,Keith Bogans,8,0-2,0-1,0-0,0,0,0,0,0,0,1,2,-2,0
400277931,Brooklyn Nets,Josh Childress,,,,,,,,,,,,,,
400277931,Brooklyn Nets,Tyshawn Taylor,,,,,,,,,,,,,,
400277931,Brooklyn Nets,MarShon Brooks,,,,,,,,,,,,,,
400277945,Portland Trail Blazers,LaMarcus Aldridge,33,8-16,0-0,7-9,2,6,8,0,1,1,5,2,-10,23
400277945,Portland Trail Blazers,Nicolas Batum,33,2-11,1-6,4-5,2,3,5,3,2,1,3,0,-9,9
400277945,Portland Trail Blazers,J.J. Hickson,26,3-7,0-0,5-8,2,1,3,0,2,0,2,1,-17,11
400277945,Portland Trail Blazers,Damian Lillard,31,2-8,1-5,3-4,1,2,3,3,1,0,3,3,-12,8
400277945,Portland Trail Blazers,Wesley Matthews,31,2-6,0-1,1-1,0,3,3,0,0,0,0,3,-13,5
400277945,Portland Trail Blazers,Jared Jeffries,3,0-0,0-0,1-2,0,0,0,0,0,0,0,2,-6,1
400277945,Portland Trail Blazers,Luke Babbitt,12,1-3,1-1,0-0,1,2,3,0,0,0,0,0,-2,3
400277945,Portland Trail Blazers,Meyers Leonard,22,3-5,0-0,5-6,1,4,5,0,2,1,1,3,-1,11
400277945,Portland Trail Blazers,Joel Freeland,12,2-3,0-0,0-0,0,2,2,1,2,1,1,2,-2,4
400277945,Portland Trail Blazers,Nolan Smith,17,0-5,0-1,0-0,0,2,2,1,0,0,3,2,-6,0
400277945,Portland Trail Blazers,Will Barton,17,1-5,0-1,1-2,1,2,3,4,2,0,3,1,-5,3
400277945,Portland Trail Blazers,Sasha Pavlovic,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-7,0
400277945,Portland Trail Blazers,Ronnie Price,,,,,,,,,,,,,,
400277958,Boston Celtics,Kevin Garnett,31,6-11,0-0,5-6,0,7,7,4,1,1,3,1,+4,17
400277958,Boston Celtics,Brandon Bass,27,2-6,0-0,0-0,3,5,8,1,1,0,1,1,+6,4
400277958,Boston Celtics,Paul Pierce,37,6-16,1-4,6-8,1,4,5,6,3,1,3,2,+12,19
400277958,Boston Celtics,Jason Terry,40,5-17,2-9,3-3,0,3,3,11,3,0,1,0,+7,15
400277958,Boston Celtics,Courtney Lee,39,6-11,1-2,0-0,1,2,3,2,0,0,3,5,-4,13
400277958,Boston Celtics,Jared Sullinger,14,1-4,0-0,0-0,1,4,5,0,0,3,1,3,-3,2
400277958,Boston Celtics,Chris Wilcox,3,0-0,0-0,0-0,0,1,1,0,0,1,0,1,-6,0
400277958,Boston Celtics,Jeff Green,23,8-11,2-3,0-0,3,3,6,0,0,1,2,3,-19,18
400277958,Boston Celtics,Jason Collins,14,0-2,0-0,0-0,2,3,5,0,0,1,1,3,-1,0
400277958,Boston Celtics,Leandro Barbosa,13,0-4,0-1,0-0,0,0,0,2,0,1,1,0,-11,0
400277958,Boston Celtics,Kris Joseph,,,,,,,,,,,,,,
400277958,Boston Celtics,Rajon Rondo,,,,,,,,,,,,,,
400277958,Boston Celtics,Avery Bradley,,,,,,,,,,,,,,
400277979,Minnesota Timberwolves,Kevin Love,35,6-15,1-5,6-12,4,9,13,4,0,0,5,2,-9,19
400277979,Minnesota Timberwolves,Josh Howard,33,5-14,1-3,1-2,0,0,0,0,3,0,0,1,-5,12
400277979,Minnesota Timberwolves,Nikola Pekovic,32,6-13,0-0,2-2,4,5,9,1,2,0,0,1,-10,14
400277979,Minnesota Timberwolves,Luke Ridnour,25,5-8,1-1,0-0,0,1,1,5,1,0,2,2,-10,11
400277979,Minnesota Timberwolves,Malcolm Lee,24,2-5,1-2,1-2,1,1,2,3,2,1,0,1,-1,6
400277979,Minnesota Timberwolves,Derrick Williams,10,1-2,0-1,0-0,0,3,3,0,0,0,0,1,+4,2
400277979,Minnesota Timberwolves,Dante Cunningham,19,3-5,0-0,1-2,3,4,7,1,0,0,0,2,-9,7
400277979,Minnesota Timberwolves,Lou Amundson,3,0-0,0-0,0-2,0,2,2,0,1,0,0,0,+7,0
400277979,Minnesota Timberwolves,Greg Stiemsma,9,1-3,0-0,0-0,0,0,0,0,0,2,0,2,-10,2
400277979,Minnesota Timberwolves,Alexey Shved,27,4-11,2-5,1-4,1,1,2,2,2,0,2,4,-2,11
400277979,Minnesota Timberwolves,J.J. Barea,23,4-8,0-2,2-4,0,2,2,3,0,0,4,3,-5,10
400277979,Minnesota Timberwolves,Andrei Kirilenko,,,,,,,,,,,,,,
400277990,Boston Celtics,Kevin Garnett,34,7-11,0-0,3-4,2,8,10,2,1,0,3,3,-10,17
400277990,Boston Celtics,Brandon Bass,23,0-1,0-0,2-2,1,6,7,0,0,1,2,3,-12,2
400277990,Boston Celtics,Paul Pierce,45,9-24,1-8,8-12,0,4,4,5,0,1,4,3,+7,27
400277990,Boston Celtics,Rajon Rondo,42,8-14,0-0,0-2,3,10,13,14,3,3,5,4,-1,16
400277990,Boston Celtics,Jason Terry,44,1-12,1-7,1-1,0,3,3,1,0,0,0,2,-6,4
400277990,Boston Celtics,Jared Sullinger,14,0-0,0-0,0-0,0,5,5,0,0,0,2,2,+5,0
400277990,Boston Celtics,Chris Wilcox,15,2-3,0-0,0-0,0,2,2,1,0,0,0,1,+4,4
400277990,Boston Celtics,Jeff Green,29,6-12,3-5,4-4,1,7,8,0,1,1,2,2,+3,19
400277990,Boston Celtics,Courtney Lee,20,2-4,1-2,0-0,0,1,1,1,1,1,0,3,+5,5
400277990,Boston Celtics,Kris Joseph,,,,,,,,,,,,,,
400277990,Boston Celtics,Jason Collins,,,,,,,,,,,,,,
400277990,Boston Celtics,Avery Bradley,,,,,,,,,,,,,,
400277990,Boston Celtics,Leandro Barbosa,,,,,,,,,,,,,,
400278005,Philadelphia 76ers,Lavoy Allen,22,2-8,0-0,0-0,4,5,9,2,1,0,1,1,-5,4
400278005,Philadelphia 76ers,Thaddeus Young,35,9-15,0-0,4-6,0,3,3,1,1,1,1,4,-9,22
400278005,Philadelphia 76ers,Jrue Holiday,41,4-13,1-4,2-2,2,3,5,8,0,0,2,3,-5,11
400278005,Philadelphia 76ers,Jason Richardson,28,2-7,2-5,2-2,1,2,3,0,1,0,2,2,-16,8
400278005,Philadelphia 76ers,Evan Turner,40,6-16,1-3,0-0,1,2,3,3,0,0,1,3,-8,13
400278005,Philadelphia 76ers,Arnett Moultrie,8,1-2,0-0,2-2,1,2,3,0,0,0,0,0,-3,4
400278005,Philadelphia 76ers,Spencer Hawes,29,3-7,0-1,0-0,2,6,8,1,0,2,0,5,-11,6
400278005,Philadelphia 76ers,Dorell Wright,20,2-5,0-2,0-0,1,0,1,0,0,0,1,1,+2,4
400278005,Philadelphia 76ers,Maalik Wayns,10,2-4,0-1,3-4,0,1,1,1,1,0,0,0,-3,7
400278005,Philadelphia 76ers,Damien Wilkins,6,0-2,0-1,0-0,0,0,0,0,0,0,0,0,-7,0
400278005,Philadelphia 76ers,Nick Young,,,,,,,,,,,,,,
400278005,Philadelphia 76ers,Kwame Brown,,,,,,,,,,,,,,
400278005,Philadelphia 76ers,Royal Ivey,,,,,,,,,,,,,,
400278035,Dallas Mavericks,Shawn Marion,45,6-14,0-1,4-5,4,7,11,7,0,2,2,2,+5,16
400278035,Dallas Mavericks,Chris Kaman,24,5-7,0-0,2-2,0,5,5,1,0,0,1,1,-5,12
400278035,Dallas Mavericks,Derek Fisher,36,4-12,2-3,0-0,0,3,3,4,1,2,3,6,-1,10
400278035,Dallas Mavericks,Dahntay Jones,32,5-10,0-3,2-2,0,4,4,0,0,1,0,5,-15,12
400278035,Dallas Mavericks,O.J. Mayo,52,10-19,3-7,1-2,0,6,6,3,2,0,9,4,+4,24
400278035,Dallas Mavericks,Brandan Wright,5,1-1,0-0,0-0,0,0,0,0,0,1,0,2,-10,2
400278035,Dallas Mavericks,Elton Brand,20,4-6,0-0,1-1,1,6,7,0,1,0,4,1,0,9
400278035,Dallas Mavericks,Rodrigue Beaubois,2,0-2,0-1,0-0,0,0,0,1,0,0,0,0,-5,0
400278035,Dallas Mavericks,Darren Collison,37,8-11,1-3,3-5,1,4,5,6,3,0,7,5,+8,20
400278035,Dallas Mavericks,Dominique Jones,2,0-0,0-0,0-0,0,1,1,0,0,0,0,0,-2,0
400278035,Dallas Mavericks,Vince Carter,36,4-10,2-5,0-0,1,7,8,5,1,1,1,1,+11,10
